,design,predictor,sample_type,sample_size,folds,dim,lambd,mean_precision,mean_recall,mean_fscore,mean_size_err,median_precision,median_recall,median_fscore,median_size_err
130,ethernet,DATE,solver,0.7,1000000000000.0,,,0.8280733914952593,0.9523842883554005,0.8763164436109321,0.238980441871964,0.8898989898989899,0.9820624195624196,0.9123667377398721,0.125
131,ethernet,suspect2vec,solver,0.7,1000000000000.0,20.0,0.0,0.955573144034336,0.9867171229264976,0.9680511251456548,0.0644011427022648,1.0,1.0,0.9955156950672646,0.008968790218790221
132,fdct,DATE,solver,0.7,1000000000000.0,,,0.8444238871152395,0.9189493016526384,0.8739483075729557,0.1803226925800321,0.86,0.9315068493150684,0.8852459016393442,0.140625
133,fdct,suspect2vec,solver,0.7,1000000000000.0,20.0,0.0,0.9400657954677176,0.938142580634739,0.9299083475648376,0.15864223251417042,1.0,0.9629629629629628,0.9465648854961832,0.07142857142857142
134,fpu,DATE,solver,0.7,1000000000000.0,,,0.7543417613836767,0.8475827727514891,0.7836248212843804,0.2907331498023903,0.7818181818181819,0.8333333333333334,0.8076923076923077,0.14035087719298245
135,fpu,suspect2vec,solver,0.7,1000000000000.0,20.0,0.0,0.8271732604130552,0.8711012539583394,0.8369689728934424,0.22736709644237826,0.8596491228070176,0.8679245283018868,0.8372093023255813,0.2
136,rsdecoder,DATE,solver,0.7,1000000000000.0,,,0.8067416272704045,0.9214762491410452,0.8454518538358613,0.3145446828286337,0.8587786259541985,0.9705882352941176,0.8827085852478839,0.18243243243243248
137,rsdecoder,suspect2vec,solver,0.7,1000000000000.0,20.0,0.0,0.9162073706298683,0.9427562763072412,0.9144492883441004,0.3080210906709046,0.9846938775510204,0.972972972972973,0.9590361445783132,0.04918032786885247
138,spi,DATE,solver,0.7,1000000000000.0,,,0.8792324121804114,0.8934431634119694,0.8805026391870222,0.12877696631628058,0.8695652173913043,0.8918918918918919,0.8837209302325582,0.09090909090909093
139,spi,suspect2vec,solver,0.7,1000000000000.0,20.0,0.0,0.9704133158469684,0.9715554546409421,0.9690156436975704,0.044942019602162674,1.0,0.9918699186991872,0.9875828658847527,0.007881834543536276
140,aemb,DATE,solver,0.8,1000000000000.0,,,0.7986153088883566,0.9369250737068704,0.8507308870409174,0.2840918110533491,0.8444444444444444,0.9545454545454546,0.8947368421052632,0.0986842105263158
141,aemb,suspect2vec,solver,0.8,1000000000000.0,20.0,0.0,0.7955888941469738,0.9608927360246108,0.8544031345752476,0.4325258461170526,0.8712121212121212,0.9841772151898734,0.9090909090909092,0.13793103448275862
142,divider,DATE,solver,0.8,1000000000000.0,,,0.9172088658987082,0.9796422813360368,0.9453172685508628,0.08841847555687174,0.9387755102040816,0.9876543209876544,0.9545454545454544,0.05555555555555555
143,divider,suspect2vec,solver,0.8,1000000000000.0,20.0,0.0,0.9663773766412448,0.9947826780062964,0.978650619867235,0.04476481161699415,1.0,1.0,1.0,0.0
144,ethernet,DATE,solver,0.8,1000000000000.0,,,0.8079232708782935,0.9757667509388084,0.8759104969681749,0.2611890267085037,0.8690476190476191,1.0,0.9084886128364388,0.12857142857142856
145,ethernet,suspect2vec,solver,0.8,1000000000000.0,20.0,0.0,0.9584275088991318,0.9910610324197384,0.972089607013908,0.05688472178589243,1.0,1.0,1.0,0.0
146,fdct,DATE,solver,0.8,1000000000000.0,,,0.8218189373022137,0.9594657007523152,0.8807534434695842,0.2066241362034343,0.8235294117647058,0.9846153846153848,0.8907563025210083,0.171875
147,fdct,suspect2vec,solver,0.8,1000000000000.0,20.0,0.0,0.9416768621864942,0.9625169491409477,0.945640304319408,0.1185414829899668,1.0,0.96875,0.9642857142857144,0.05172413793103448
148,fpu,DATE,solver,0.8,1000000000000.0,,,0.7612216038316217,0.8980048940167812,0.8133106660863167,0.2721671924954215,0.75,0.8840579710144928,0.810126582278481,0.14285714285714285
149,fpu,suspect2vec,solver,0.8,1000000000000.0,20.0,0.0,0.8349791452302038,0.9120448640029628,0.8596297617044839,0.2362850651482225,0.8596491228070176,0.9090909090909092,0.8899082568807339,0.14285714285714285
150,rsdecoder,DATE,solver,0.8,1000000000000.0,,,0.7863468758645956,0.948982362999124,0.8461238792669861,0.35605945222423024,0.8368200836820083,0.9936305732484076,0.904255319148936,0.17333333333333334
151,rsdecoder,suspect2vec,solver,0.8,1000000000000.0,20.0,0.0,0.9302591662684366,0.974232876691526,0.9381548331730069,0.283230079472469,0.9875,0.9913419913419912,0.9826839826839828,0.02083333333333333
152,spi,DATE,solver,0.8,1000000000000.0,,,0.8557239082408631,0.9445240814493826,0.8947296393056171,0.12547892400646454,0.8636363636363636,0.9595794631009492,0.9023809523809524,0.07785397337636142
153,spi,suspect2vec,solver,0.8,1000000000000.0,20.0,0.0,0.9635464082107738,0.9715547422365741,0.9653458653787804,0.048285607604344416,1.0,0.9864864864864864,0.9879051649514284,0.008130081300813009
154,aemb,DATE,solver,0.9,1000000000000.0,,,0.7656145192355057,0.9787306869539634,0.8432854219390087,0.45779228026470875,0.8260869565217391,0.9838709677419355,0.884393063583815,0.18181818181818182
155,aemb,suspect2vec,solver,0.9,1000000000000.0,20.0,0.0,0.7977038137626442,0.9821890950434342,0.8642701664291482,0.5077235832630431,0.8721804511278195,0.993103448275862,0.9118773946360154,0.14655172413793102
156,divider,DATE,solver,0.9,1000000000000.0,,,0.9116998996700675,0.9893389814237987,0.9472937350624987,0.09428376155437095,0.926829268292683,1.0,0.958904109589041,0.05747126436781609
157,divider,suspect2vec,solver,0.9,1000000000000.0,20.0,0.0,0.9697250228796853,0.9970793767071036,0.9816870233375802,0.04004400060275303,1.0,1.0,1.0,0.0
158,ethernet,DATE,solver,0.9,1000000000000.0,,,0.7969401754280147,0.9900466174485127,0.8750879370301936,0.293406804870638,0.8676470588235294,1.0,0.9179748822605966,0.1514294222751638
159,ethernet,suspect2vec,solver,0.9,1000000000000.0,20.0,0.0,0.9570390934591843,0.994605561653231,0.9732557443931872,0.055167766339901184,1.0,1.0,1.0,0.0
160,fdct,DATE,solver,0.9,1000000000000.0,,,0.8201217453521503,0.9900744474500736,0.8928291183575774,0.23104493264578257,0.8308457711442786,1.0,0.8930481283422459,0.18181818181818182
161,fdct,suspect2vec,solver,0.9,1000000000000.0,20.0,0.0,0.9353648609115199,0.9879460614020786,0.9539663228385145,0.12500057768486195,1.0,1.0,0.9824561403508771,0.03076923076923077
162,fpu,DATE,solver,0.9,1000000000000.0,,,0.759025730819868,0.9536745190879274,0.8367199249129194,0.31585442482824777,0.78125,0.9545454545454546,0.875,0.20833333333333334
163,fpu,suspect2vec,solver,0.9,1000000000000.0,20.0,0.0,0.8274531944781357,0.9617854026897175,0.8766311800879997,0.2767881012893292,0.8846153846153846,0.9777777777777777,0.9199999999999999,0.1
164,rsdecoder,DATE,solver,0.9,1000000000000.0,,,0.7737587837007974,0.9832388971895569,0.8552039182549788,0.37770436048593414,0.8265895953757225,1.0,0.9034267912772587,0.1951219512195122
165,rsdecoder,suspect2vec,solver,0.9,1000000000000.0,20.0,0.0,0.9310427038404911,0.9881507645938962,0.9448253240325537,0.29382074120682,0.993103448275862,1.0,0.9912023460410557,0.01639344262295082
166,spi,DATE,solver,0.9,1000000000000.0,,,0.8497964446320798,0.9687647089805844,0.9032959918100474,0.15057840933572997,0.8419653179190751,1.0,0.8913408995376209,0.10660377358490566
167,spi,suspect2vec,solver,0.9,1000000000000.0,20.0,0.0,0.9709946003664096,0.9912324262452394,0.9791867634986477,0.03928592681629471,1.0,1.0,1.0,0.0
